Name,Website,Symbol,Ticker,Exchange,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Name,Industry,Sector,Year Founded,IPO Date,Headquarter Location,latitude,longitude,SEC ID,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"City, State,","City, County, State, Country",source,precision,CEO,CEO LinkedIn,CEO Pay,Salary Year,Arabesque Profile,Shortsqueeze Profile,,,Country,Sector,Size,Region,Industry,GC Score,ESG Score,Temperature Score,,State,Industry,Competency - Flexibility,Competency - Honesty,Competency - Changes according to the situation,Competency - Encourages initiative,Competency - Value driven decision-making,Competency - Delegating,Competency - Integrity,Competency - Leadership by example,Competency - Clear vision,Competency - Humility,Individual - Integrity/ethics,Individual - Analytic intelligence,Individual - Sense of urgency,Individual - Willingness to ask for help,Individual - Decision making,Individual - Ability to simplify,Individual - Creative Questioning approach,Individual - Leadership,Individual - Openness,Individual - Communications skills,Individual - People empathy,Individual - Potential problem identification,Individual - Vision/perspective,Individual - Ego drive,Individual - Non-political,Individual - Endurance,Individual - Willingness to take unqualified responsibility,Individual - Willingness to take the lead,Results Orientation - RESULTS ORIENTATION,Results Orientation - Market and customer knowledge,Results Orientation - Some familiarity with technology,Results Orientation - Articulates and champions a vision,"Results Orientation - Identifies, grows, and deploys core competencies",Results Orientation - Establishes strategy,Results Orientation - Focuses on profitability,Results Orientation - Builds a team,Results Orientation - Defines clear cut objectives,Results Orientation - Delivers objectives,Results Orientation - Removes obstacles for the team,Results Orientation - Establishes and enforces a culture,Results Orientation - Asks the right questions,Results Orientation - Focuses on both short and long term,Results Orientation - Early problem identification,Results Orientation - Ability to solve a problem,Results Orientation - Encourages continuous learning at all levels,Results Orientation - Reinforces mobility of the team and its core competencies
Philip Morris International,-,PM,PM,NYSE,Consumer Staples,100.39,22.36,4.33,4.48,123.55,96.66,"154,000,000,000","11,802,000,000",3,"1,319",http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM,Philip Morris International,Consumer Staples,Tobacco,2008 (1847),3/31/2008,"New York, New York",40.71,-74.01,1413329,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Andre Calantzopoulos,0,"22,125,060.00",#REF!,https://sray.arabesque.com/dashboard/072GKL-E/Philip_Morris_International_Inc.,https://shortsqueeze.com/?symbol=PM&submit=Short+Quote%E2%84%A327,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVH Corp.,-,PVH,PVH,NYSE,Consumer Discretionary,142.68,20.98,0.1,6.77,157.96,84.53,"11,500,000,000","1,057,500,000",2,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1881,2/15/2013,"New York, New York",40.71,-74.01,78239,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Emanuel Chirico,0,"17,464,313.00",#REF!,https://sray.arabesque.com/dashboard/000TCV-E/PVH_Corp.,https://shortsqueeze.com/?symbol=PVH&submit=Short+Quote%E2%84%A328,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polo Ralph Lauren Corp.,-,RL,RL,NYSE,Consumer Discretionary,101.32,17.74,1.86,-1.19,119.33,66.06,"8,750,000,000","506,100,000",1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1967,2/2/2007,"New York, New York",40.71,-74.01,1037038,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Patrice Louvet,0,"12,170,470.00",#REF!,https://sray.arabesque.com/dashboard/001MY1-E/Ralph_Lauren_Corporation_Class_A,https://shortsqueeze.com/?symbol=RL&submit=Short+Quote%E2%84%A329,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL Green Realty,-,SLG,SLG,NYSE,Real Estate,90.61,14.07,3.5,0.88,115.34,91.2,"8,620,000,000","795,889,000",7,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG,SL Green Realty,Real Estate,Office REITs,1997,3/20/2015,"New York, New York",40.71,-74.01,1040971,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Marc Holliday,0,"20,990,016.00",#REF!,https://sray.arabesque.com/dashboard/001Q08-E/SL_Green_Realty_Corp.,https://shortsqueeze.com/?symbol=SLG&submit=Short+Quote%E2%84%A330,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S&P Global, Inc.",-,SPGI,SPGI,NYSE,Financials,173.31,27.38,1.09,7.95,185.38,124.64,"46,600,000,000","3,021,000,000",10,51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI,S&P Global Inc.,Financials,Financial Exchanges & Data,1917,5/1/2075,"New York, New York",40.71,-74.01,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Salesforce.com,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Douglas Peterson,0,"12,152,512.00",#REF!,"https://sray.arabesque.com/dashboard/000PLZ-E/S&P_Global,_Inc.",https://shortsqueeze.com/?symbol=SPGI&submit=Short+Quote%E2%84%A331,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tapestry, Inc.",-,TPR,TPR,NYSE,Consumer Discretionary,48.85,,0,2.09,50.71,36.69,"14,200,000,000",0,4,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2017,11/11/4955,"New York, New York",40.71,-74.01,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Target Corp.,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Victor Luis,0,"12,362,240.00",#REF!,"https://sray.arabesque.com/dashboard/002YTH-E/Tapestry,_Inc.",https://shortsqueeze.com/?symbol=TPR&submit=Short+Quote%E2%84%A332,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Travelers Companies Inc.,-,TRV,TRV,NYSE,Financials,135.01,16.48,2.03,7.31,150.55,113.76,"38,900,000,000",0,1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,1853,8/21/2002,"New York, New York",40.71,-74.01,86312,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Alan Schnitzer,0,"16,778,809.00",#REF!,"https://sray.arabesque.com/dashboard/000WV4-E/Travelers_Companies,_Inc.",https://shortsqueeze.com/?symbol=TRV&submit=Short+Quote%E2%84%A333,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take-Two Interactive,-,TTWO,TTWO,NASDAQ,,,,,,,,,,,,,Take-Two Interactive,Communication Services,Interactive Home Entertainment,1993,3/19/2018,"New York, New York",40.71,-74.01,946581,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Strauss Zelnick,0,"109,540.00",#REF!,"https://sray.arabesque.com/dashboard/001Q09-E/Take-Two_Interactive_Software,_Inc.",https://shortsqueeze.com/?symbol=TTWO&submit=Short+Quote%E2%84%A334,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viacom Inc.,-,VIAB,VIAC,NASDAQ,Consumer Discretionary,32.71,8.68,2.62,4.68,46.72,22.13,"10,600,000,000","5,600,000,000",1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB,ViacomCBS,Communication Services,Movies & Entertainment,2019 (1952),3/7/4128,"New York, New York",40.71,-74.01,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Viatris,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,#N/A,#N/A,#N/A,#REF!,https://sray.arabesque.com/dashboard/06BZ2R-E/ViacomCBS_Inc._Class_B,https://shortsqueeze.com/?symbol=VIAC&submit=Short+Quote%E2%84%A335,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Realty Trust,-,VNO,VNO,NYSE,Real Estate,66.18,16.22,3.74,4.33,111.72,66.01,"12,800,000,000",0,7,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO,Vornado Realty Trust,Real Estate,Office REITs,1982,4/6/4363,"New York, New York",40.71,-74.01,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Vulcan Materials,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Steven Roth,0,"11,466,885.00",#REF!,https://sray.arabesque.com/dashboard/000YLB-E/Vornado_Realty_Trust,https://shortsqueeze.com/?symbol=VNO&submit=Short+Quote%E2%84%A336,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verizon Communications,-,VZ,VZ,NYSE,Telecommunication Services,49.04,13.08,4.63,7.36,54.77,42.8,"208,000,000,000","45,745,000,000",2,8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ,Verizon Communications,Communication Services,Integrated Telecommunication Services,1983 (1877),11/30/1983,"New York, New York",40.71,-74.01,732712,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"New York, New York","New York, New York County, NY, US",MapQuest,city/town,Hans Vestberg,0,"18,095,355.00",#REF!,https://sray.arabesque.com/dashboard/000CQ8-E/Verizon_Communications_Inc.,https://shortsqueeze.com/?symbol=VZ&submit=Short+Quote%E2%84%A337,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Serv. Enterprise Inc.,-,PEG,PEG,NYSE,Utilities,46.73,16.11,3.61,1.75,53.28,41.67,"24,100,000,000","3,613,000,000",3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,1903,3/4/1957,"Newark, New Jersey",40.73,-74.17,788784,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Newark, New Jersey","Newark, Essex County, NJ, US",MapQuest,city/town,Ralph Izzo,0,"13,074,227.00",#REF!,https://sray.arabesque.com/dashboard/000V1Y-E/Public_Service_Enterprise_Group_Inc,https://shortsqueeze.com/?symbol=PEG&submit=Short+Quote%E2%84%A338,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prudential Financial,-,PRU,PRU,NYSE,Financials,103.38,9.99,2.7,9.73,127.14,97.88,"47,100,000,000",0,1,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU,Prudential Financial,Financials,Life & Health Insurance,1875,7/22/2002,"Newark, New Jersey",40.73,-74.17,1137774,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Newark, New Jersey","Newark, Essex County, NJ, US",MapQuest,city/town,Charles Lowrey,0,"14,995,398.00",#REF!,"https://sray.arabesque.com/dashboard/00371D-E/Prudential_Financial,_Inc.",https://shortsqueeze.com/?symbol=PRU&submit=Short+Quote%E2%84%A339,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,-,CMG,CMG,NYSE,Consumer Discretionary,266.01,45.86,0,0.8,499,263,"7,690,000,000","401,293,000",3,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,1993,4/28/2011,"Newport Beach, California",33.62,-117.93,1058090,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Newport Beach, California","Newport Beach, Orange County, CA, US",MapQuest,city/town,Brian Niccol,0,"16,068,144.00",#REF!,"https://sray.arabesque.com/dashboard/005RBG-E/Chipotle_Mexican_Grill,_Inc.",https://shortsqueeze.com/?symbol=CMG&submit=Short+Quote%E2%84%A340,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntington Ingalls Industries,-,HII,HII,NYSE,Industrials,225.37,18.75,1.23,12.15,253.44,183.42,"10,600,000,000","1,107,000,000",2,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,2011,1/3/2018,"Newport News, Virginia",36.98,-76.43,1501585,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Newport News, Virginia","Newport News, Newport News City, VA, US",MapQuest,city/town,C. Petters,0,"8,641,992.00",#REF!,"https://sray.arabesque.com/dashboard/0BFSSZ-E/Huntington_Ingalls_Industries,_Inc.",https://shortsqueeze.com/?symbol=HII&submit=Short+Quote%E2%84%A341,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FleetCor Technologies Inc,-,FLT,FLT,NYSE,,,,,,,,,,,,,FleetCor Technologies Inc,Information Technology,Data Processing & Outsourced Services,2000,6/20/2018,"Norcross, Georgia",33.94,-84.21,1175454,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Norcross, Georgia","Norcross, Gwinnett County, GA, US",MapQuest,city/town,Ronald Clarke,0,"11,504,313.00",#REF!,"https://sray.arabesque.com/dashboard/05VKCG-E/FLEETCOR_Technologies,_Inc.",https://shortsqueeze.com/?symbol=FLT&submit=Short+Quote%E2%84%A342,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Southern Corp.,-,NSC,NSC,NYSE,Industrials,136.89,20.65,2.02,18.73,157.15,109.27,"40,500,000,000","4,737,000,000",4,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC,Norfolk Southern Corp.,Industrials,Railroads,1881/1894 (1980),3/4/1957,"Norfolk, Virginia",36.85,-76.29,702165,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Norfolk, Virginia","Norfolk, Norfolk City, VA, US",MapQuest,city/town,James Squires,0,"16,636,674.00",#REF!,https://sray.arabesque.com/dashboard/000RD2-E/Norfolk_Southern_Corporation,https://shortsqueeze.com/?symbol=NSC&submit=Short+Quote%E2%84%A343,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AbbVie Inc.,-,ABBV,ABBV,NYSE,Health Care,108.48,19.41,2.5,3.29,125.86,60.05,"181,000,000,000","10,310,000,000",6,26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,2013 (1888),12/31/2012,"North Chicago, Illinois",42.32,-87.86,1551152,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"North Chicago, Illinois","North Chicago, Lake County, IL, US",MapQuest,city/town,Richard Gonzalez,0,"21,610,598.00",#REF!,"https://sray.arabesque.com/dashboard/00DYYX-E/AbbVie,_Inc.",https://shortsqueeze.com/?symbol=ABBV&submit=Short+Quote%E2%84%A344,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbott Laboratories,-,ABT,ABT,NYSE,Health Care,56.27,22.51,1.91,0.26,64.6,42.28,"102,000,000,000","5,744,000,000",4,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT,Abbott Laboratories,Health Care,Health Care Equipment,1888,3/31/1964,"North Chicago, Illinois",42.32,-87.86,1800,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"North Chicago, Illinois","North Chicago, Lake County, IL, US",MapQuest,city/town,Miles White,0,"27,802,817.00",#REF!,https://sray.arabesque.com/dashboard/000BG2-E/Abbott_Laboratories,https://shortsqueeze.com/?symbol=ABT&submit=Short+Quote%E2%84%A345,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerner,-,CERN,CERN,NASDAQ,Health Care,61.22,27.09,0,1.84,73.86,51.26,"21,100,000,000","1,523,440,000",6,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN,Cerner,Health Care,Health Care Technology,1979,4/30/2010,"North Kansas City, Missouri",39.14,-94.58,804753,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"North Kansas City, Missouri","North Kansas City, Clay County, MO, US",MapQuest,city/town,Brent Shafer,0,"12,538,797.00",#REF!,https://sray.arabesque.com/dashboard/000DLW-E/Cerner_Corporation,https://shortsqueeze.com/?symbol=CERN&submit=Short+Quote%E2%84%A346,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teradyne,-,TER,TER,NASDAQ,,,,,,,,,,,,,Teradyne,Information Technology,Semiconductor Equipment,1960,9/21/2020,"North Reading, Massachusetts",42.57,-71.08,97210,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"North Reading, Massachusetts","North Reading, Middlesex County, MA, US",MapQuest,city/town,Mark Jagiela,0,"8,007,913.00",#REF!,"https://sray.arabesque.com/dashboard/000XNK-E/Teradyne,_Inc.",https://shortsqueeze.com/?symbol=TER&submit=Short+Quote%E2%84%A347,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allstate Corp,-,ALL,ALL,NYSE,Financials,90.06,13.26,1.53,4.68,105.36,77.73,"34,800,000,000",0,1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL,Allstate Corp,Financials,Property & Casualty Insurance,1931,7/13/1995,"Northfield Township, Illinois",42.13,-87.83,899051,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Northfield Township, Illinois","Northbrook, Cook County, IL, US",MapQuest,city/town,Thomas Wilson,0,"19,615,696.00",#REF!,https://sray.arabesque.com/dashboard/0011FZ-E/Allstate_Corporation,https://shortsqueeze.com/?symbol=ALL&submit=Short+Quote%E2%84%A348,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booking Holdings Inc,-,BKNG,BKNG,NASDAQ,,,,,,,,,,,,,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,1996,11/6/2009,"Norwalk, Connecticut",41.12,-73.41,1075531,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Norwalk, Connecticut","Norwalk, Fairfield County, CT, US",MapQuest,city/town,Glenn Fogel,0,"14,768,526.00",#REF!,https://sray.arabesque.com/dashboard/0029GL-E/Booking_Holdings_Inc.,https://shortsqueeze.com/?symbol=BKNG&submit=Short+Quote%E2%84%A349,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Analog Devices, Inc.",-,ADI,ADI,NASDAQ,Information Technology,82.68,17.67,2.11,2.11,98.38,74.65,"31,800,000,000","1,663,384,000",8,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI,"Analog Devices, Inc.",Information Technology,Semiconductors,1965,10/12/1999,"Norwood, Massachusetts",42.19,-71.2,6281,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Norwood, Massachusetts","Norwood, Norfolk County, MA, US",MapQuest,city/town,Vincent Roche,0,"11,948,434.00",#REF!,"https://sray.arabesque.com/dashboard/000C4B-E/Analog_Devices,_Inc.",https://shortsqueeze.com/?symbol=ADI&submit=Short+Quote%E2%84%A350,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Clorox Company,-,CLX,CLX,NYSE,Consumer Staples,127.76,23.44,2.63,5.33,150.4,124.09,"16,500,000,000","1,295,000,000",3,22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX,The Clorox Company,Consumer Staples,Household Products,1913,3/31/1969,"Oakland, California",37.8,-122.27,21076,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Oakland, California","Oakland, Alameda County, CA, US",MapQuest,city/town,Benno Dorer,0,"9,362,715.00",#REF!,https://sray.arabesque.com/dashboard/000DV5-E/Clorox_Company,https://shortsqueeze.com/?symbol=CLX&submit=Short+Quote%E2%84%A351,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Energy Corp.,-,DVN,DVN,NYSE,Energy,34.94,23.93,0.65,-6.89,47.25,28.79,"19,300,000,000","3,723,000,000",2,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,1971,8/30/2000,"Oklahoma City, Oklahoma",35.47,-97.52,1090012,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma County, OK, US",MapQuest,city/town,David Hager,0,"13,795,899.00",#REF!,https://sray.arabesque.com/dashboard/000HJ2-E/Devon_Energy_Corporation,https://shortsqueeze.com/?symbol=DVN&submit=Short+Quote%E2%84%A352,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paycom,-,PAYC,PAYC,NYSE,,,,,,,,,,,,,Paycom,Information Technology,Application Software,1998,1/28/2020,"Oklahoma City, Oklahoma",35.47,-97.52,1590955,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma County, OK, US",MapQuest,city/town,Chad Richison,0,"21,138,558.00",#REF!,"https://sray.arabesque.com/dashboard/00FX5R-E/Paycom_Software,_Inc.",https://shortsqueeze.com/?symbol=PAYC&submit=Short+Quote%E2%84%A353,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Hathaway,-,BRK.B,BRK.B,NYSE,Financials,191.42,30.43,0,9.76,217.62,160.93,"261,000,000,000",0,1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1839,2/16/2010,"Omaha, Nebraska",41.26,-95.94,1067983,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Omaha, Nebraska","Omaha, Douglas County, NE, US",MapQuest,city/town,Warren Buffett,0,"374,773.00",#REF!,https://sray.arabesque.com/dashboard/000CS1-E/Berkshire_Hathaway_Inc._Class_B,https://shortsqueeze.com/?symbol=BRK.B&submit=Short+Quote%E2%84%A354,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Pacific,-,UNP,UNP,NYSE,Industrials,124.86,22.06,2.06,13.52,143.05,101.06,"102,000,000,000","10,169,000,000",5,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP,Union Pacific Corp,Industrials,Railroads,1862,3/4/1957,"Omaha, Nebraska",41.26,-95.94,100885,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Omaha, Nebraska","Omaha, Douglas County, NE, US",MapQuest,city/town,Lance Fritz,0,"15,018,400.00",#REF!,https://sray.arabesque.com/dashboard/000Y1Z-E/Union_Pacific_Corporation,https://shortsqueeze.com/?symbol=UNP&submit=Short+Quote%E2%84%A355,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darden Restaurants,-,DRI,DRI,NYSE,Consumer Discretionary,91.33,22.72,2.65,3.81,100.11,71.7,"11,700,000,000","997,600,000",2,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,Darden Restaurants,Consumer Discretionary,Restaurants,1938,3/18/4476,"Orlando, Florida",28.54,-81.38,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,DaVita Inc.,"Orlando, Florida","Orlando, Orange County, FL, US",MapQuest,city/town,Eugene Lee Jr.,0,"10,710,578.00",#REF!,"https://sray.arabesque.com/dashboard/0010CQ-E/Darden_Restaurants,_Inc.",https://shortsqueeze.com/?symbol=DRI&submit=Short+Quote%E2%84%A356,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
